time,temperature_2m (°C),pressure_msl (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),relative_humidity_2m (%),weather_code (wmo code),rain (mm),precipitation (mm)
2024-01-01T00:00,20.9,1012,0,5.8,30,82,0,0,0
2024-01-01T01:00,20.1,1013.1,3,5.1,39,85,0,0,0
2024-01-01T02:00,20.1,1013.7,18,4.7,32,86,0,0,0
2024-01-01T03:00,22.5,1014.3,0,7,12,75,0,0,0
2024-01-01T04:00,25.8,1015,5,5.7,35,61,0,0,0
2024-01-01T05:00,28.8,1014.8,21,4.1,45,49,1,0,0
2024-01-01T06:00,30.9,1014,2,1.8,11,40,0,0,0
2024-01-01T07:00,31.8,1013,0,3.8,287,38,0,0,0
2024-01-01T08:00,31.6,1011.7,0,10.5,286,44,0,0,0
2024-01-01T09:00,31,1011.1,0,12.9,288,50,0,0,0
2024-01-01T10:00,30.1,1010.7,0,14.3,304,52,0,0,0
2024-01-01T11:00,29.3,1010.5,0,14.8,315,51,0,0,0
2024-01-01T12:00,27.7,1010.7,0,15.9,322,64,0,0,0
2024-01-01T13:00,26.1,1011.6,0,14.6,327,72,0,0,0
2024-01-01T14:00,25.3,1012.6,0,15.6,334,78,0,0,0
2024-01-01T15:00,24.9,1013.3,0,15.8,339,77,0,0,0
2024-01-01T16:00,24.6,1013.8,0,15.6,341,72,0,0,0
2024-01-01T17:00,23.8,1014.1,0,9.8,24,70,0,0,0
2024-01-01T18:00,22.6,1013.8,0,6.1,50,72,0,0,0
2024-01-01T19:00,22,1013,0,6.4,16,73,0,0,0
2024-01-01T20:00,21.2,1012.6,0,7.9,360,74,0,0,0
2024-01-01T21:00,21.7,1012.1,0,7.2,342,72,0,0,0
2024-01-01T22:00,21.5,1011.7,0,6.6,347,75,0,0,0
2024-01-01T23:00,21.1,1011.8,0,7.2,357,77,0,0,0
2024-01-02T00:00,20.8,1011.8,0,8.3,2,78,0,0,0
2024-01-02T01:00,20.4,1012.6,0,5.8,22,83,0,0,0
2024-01-02T02:00,20,1013,0,4.5,29,85,0,0,0
2024-01-02T03:00,22.3,1013.6,0,5.8,22,75,0,0,0
2024-01-02T04:00,25.2,1014,0,5,21,63,0,0,0
2024-01-02T05:00,28,1013.8,0,5.2,12,54,0,0,0
2024-01-02T06:00,30.1,1012.9,0,4.7,351,46,0,0,0
2024-01-02T07:00,31.1,1011.8,0,6.3,301,44,0,0,0
2024-01-02T08:00,30.6,1010.8,0,12.9,297,52,0,0,0
2024-01-02T09:00,30,1010.2,0,15.2,301,56,0,0,0
2024-01-02T10:00,29.4,1009.6,0,15.9,309,54,0,0,0
2024-01-02T11:00,28.5,1009.8,0,17.3,318,57,0,0,0
2024-01-02T12:00,26.8,1010.1,0,18.7,326,67,0,0,0
2024-01-02T13:00,25.4,1011.1,0,19.4,329,76,0,0,0
2024-01-02T14:00,25,1012.1,0,20,337,77,0,0,0
2024-01-02T15:00,24.6,1012.8,0,19.1,340,75,0,0,0
2024-01-02T16:00,24.1,1013.3,0,15.2,355,71,0,0,0
2024-01-02T17:00,23.4,1013.8,0,8.8,35,64,0,0,0
2024-01-02T18:00,21.9,1013.6,0,6.1,28,64,0,0,0
2024-01-02T19:00,21.1,1013,0,6.1,360,64,0,0,0
2024-01-02T20:00,20.8,1012.7,0,6.4,344,65,0,0,0
2024-01-02T21:00,21.2,1012.1,0,9,344,64,0,0,0
2024-01-02T22:00,21.1,1011.5,0,9.4,353,64,0,0,0
2024-01-02T23:00,20.9,1011.1,0,10.1,360,66,0,0,0
2024-01-03T00:00,20.3,1011.3,1,7.3,11,70,0,0,0
2024-01-03T01:00,19.5,1012,0,4.9,17,83,0,0,0
2024-01-03T02:00,19.9,1012.6,6,5.8,353,82,0,0,0
2024-01-03T03:00,22.3,1013.1,20,7.9,357,73,1,0,0
2024-01-03T04:00,24.8,1013.8,16,7.2,6,64,0,0,0
2024-01-03T05:00,27.3,1013.9,4,6.8,357,57,0,0,0
2024-01-03T06:00,29.1,1013,0,6.8,342,51,0,0,0
2024-01-03T07:00,30.2,1011.5,0,9.4,320,48,0,0,0
2024-01-03T08:00,30.1,1010.2,0,15.1,310,53,0,0,0
2024-01-03T09:00,29.5,1009.6,0,17.8,312,55,0,0,0
2024-01-03T10:00,28.9,1009,0,18.1,316,53,0,0,0
2024-01-03T11:00,28,1009.1,0,18.7,322,53,0,0,0
2024-01-03T12:00,26.5,1009.5,0,17.8,328,61,0,0,0
2024-01-03T13:00,25.2,1010.1,0,16.9,333,67,0,0,0
2024-01-03T14:00,24.5,1011,0,17.4,338,71,0,0,0
2024-01-03T15:00,24.1,1011.7,0,16.5,340,73,0,0,0
2024-01-03T16:00,23.4,1012.3,0,14.2,351,76,0,0,0
2024-01-03T17:00,22.4,1012.1,0,6.4,16,76,0,0,0
2024-01-03T18:00,21.5,1012.3,0,6.5,357,79,0,0,0
2024-01-03T19:00,21.5,1011.9,0,9.7,345,80,0,0,0
2024-01-03T20:00,21.1,1011.7,0,10.9,351,82,0,0,0
2024-01-03T21:00,20.8,1011.3,0,10.8,358,83,0,0,0
2024-01-03T22:00,20.4,1011.2,0,9.7,4,81,0,0,0
2024-01-03T23:00,19.7,1011,0,6.8,3,83,0,0,0
2024-01-04T00:00,19.1,1011.6,0,6.9,354,86,0,0,0
2024-01-04T01:00,19.8,1012.4,0,5.5,349,91,0,0,0
2024-01-04T02:00,19.6,1013.1,0,5.1,356,92,0,0,0
2024-01-04T03:00,21.9,1014,0,7.9,360,79,0,0,0
2024-01-04T04:00,24.4,1014.7,0,8,352,68,0,0,0
2024-01-04T05:00,26.6,1014.6,0,9.1,342,60,0,0,0
2024-01-04T06:00,28.3,1013.6,0,11,328,55,0,0,0
2024-01-04T07:00,29,1012.2,0,13.2,317,53,0,0,0
2024-01-04T08:00,28.9,1010.9,0,17.1,312,56,0,0,0
2024-01-04T09:00,28.7,1010.1,0,18.3,313,53,0,0,0
2024-01-04T10:00,28.2,1009.6,0,18.1,313,51,0,0,0
2024-01-04T11:00,26.9,1009.5,0,18.6,317,60,0,0,0
2024-01-04T12:00,25.3,1010.1,2,17.2,323,71,0,0,0
2024-01-04T13:00,24,1010.7,0,16.4,327,76,0,0,0
2024-01-04T14:00,23.2,1011.7,31,16,337,83,1,0,0
2024-01-04T15:00,22.5,1012.5,0,14.9,340,90,0,0,0
2024-01-04T16:00,22.1,1013,46,16.9,340,93,1,0,0
2024-01-04T17:00,21.7,1013,78,15.9,347,90,2,0,0
2024-01-04T18:00,21.2,1012.8,83,11.9,355,89,3,0,0
2024-01-04T19:00,20.7,1012.4,73,9.4,360,90,2,0,0
2024-01-04T20:00,19.9,1012,81,6.7,16,91,3,0,0
2024-01-04T21:00,19,1011.8,47,5.6,27,93,1,0,0
2024-01-04T22:00,18.8,1011.3,35,5.9,11,93,1,0,0
2024-01-04T23:00,18.8,1011.1,0,6.5,357,92,0,0,0
2024-01-05T00:00,18.1,1011.5,0,5.8,7,93,0,0,0
2024-01-05T01:00,18.5,1012.9,40,6.6,22,94,1,0,0
2024-01-05T02:00,18.3,1013.3,74,6,17,94,2,0,0
2024-01-05T03:00,19.2,1013.8,71,7.9,24,92,2,0,0
2024-01-05T04:00,22,1014.4,7,6.3,31,77,0,0,0
2024-01-05T05:00,25.4,1014.5,2,6,25,61,0,0,0
2024-01-05T06:00,28,1013.7,20,4.7,9,46,1,0,0
2024-01-05T07:00,29.6,1012.5,0,5.1,321,35,0,0,0
2024-01-05T08:00,29.9,1011.3,0,10,300,37,0,0,0
2024-01-05T09:00,29.5,1010.4,0,14.9,302,43,0,0,0
2024-01-05T10:00,29,1010.1,0,16.7,307,42,0,0,0
2024-01-05T11:00,28,1010.3,34,17.6,316,43,1,0,0
2024-01-05T12:00,26.4,1010.9,7,16.7,323,54,0,0,0
2024-01-05T13:00,24.6,1011.5,67,15.6,331,76,2,0,0
2024-01-05T14:00,24,1012.5,18,16.5,337,83,0,0,0
2024-01-05T15:00,23.3,1013.2,2,16.1,344,85,0,0,0
2024-01-05T16:00,22.7,1013.4,0,13.4,352,82,0,0,0
2024-01-05T17:00,21.9,1013.2,0,10.5,354,80,0,0,0
2024-01-05T18:00,21.3,1012.9,0,8.6,2,81,0,0,0
2024-01-05T19:00,20.6,1012.9,21,8,5,83,1,0,0
2024-01-05T20:00,20.6,1012.6,72,10.8,356,81,2,0,0
2024-01-05T21:00,20.8,1011.9,98,12.3,7,73,3,0,0
2024-01-05T22:00,20.3,1011.6,100,7.1,30,73,3,0,0
2024-01-05T23:00,19.8,1011.3,100,7,35,75,3,0,0
2024-01-06T00:00,19.5,1011.7,99,6.4,38,76,3,0,0
2024-01-06T01:00,20.8,1012,78,7.9,360,76,2,0,0
2024-01-06T02:00,20.7,1012.4,24,10.6,350,76,1,0,0
2024-01-06T03:00,22.5,1013.3,43,10.8,345,70,1,0,0
2024-01-06T04:00,25.1,1013.9,30,8.6,360,62,1,0,0
2024-01-06T05:00,28,1013.8,88,8,5,54,3,0,0
2024-01-06T06:00,30.6,1012.6,100,10.5,354,45,3,0,0
2024-01-06T07:00,31.8,1011.4,93,12.2,332,35,3,0,0
2024-01-06T08:00,31.9,1010.3,96,15.1,308,36,3,0,0
2024-01-06T09:00,30.9,1009.6,85,21.4,306,38,3,0,0
2024-01-06T10:00,30.3,1009.5,54,21.4,315,37,2,0,0
2024-01-06T11:00,29.5,1009.7,7,19.7,320,39,0,0,0
2024-01-06T12:00,27.7,1010.3,0,17.9,322,56,0,0,0
2024-01-06T13:00,26.3,1011.6,10,16.3,332,60,0,0,0
2024-01-06T14:00,25.8,1012.5,4,16.1,336,66,0,0,0
2024-01-06T15:00,25.4,1013,5,15.9,342,65,0,0,0
2024-01-06T16:00,25,1013.4,11,15.6,345,61,0,0,0
2024-01-06T17:00,24.4,1013.4,45,14.7,349,63,1,0,0
2024-01-06T18:00,23.8,1013,49,12.3,353,65,1,0,0
2024-01-06T19:00,23.2,1012.5,19,8.6,360,67,0,0,0
2024-01-06T20:00,22.1,1012,0,5.8,356,71,0,0,0
2024-01-06T21:00,21.8,1011.5,3,7.3,349,74,0,0,0
2024-01-06T22:00,21.2,1011.3,13,6.2,21,76,0,0,0
2024-01-06T23:00,21,1011.5,23,6.9,47,76,1,0,0
2024-01-07T00:00,21.2,1011.5,5,7.5,55,74,0,0,0
2024-01-07T01:00,21.7,1012.4,35,6.6,99,74,1,0,0
2024-01-07T02:00,21.3,1013.2,38,6.8,87,76,1,0,0
2024-01-07T03:00,22.7,1013.9,31,10.1,90,70,1,0,0
2024-01-07T04:00,25.8,1014.6,35,10.5,94,58,1,0,0
2024-01-07T05:00,28.5,1014.4,36,8,82,48,1,0,0
2024-01-07T06:00,30.3,1013.5,0,4.6,108,43,0,0,0
2024-01-07T07:00,31.5,1012.3,0,3.6,180,40,0,0,0
2024-01-07T08:00,31.8,1011.1,3,7.1,229,39,0,0,0
2024-01-07T09:00,30.8,1010.1,10,13.8,279,47,0,0,0
2024-01-07T10:00,29.6,1009.7,6,16.6,300,52,0,0,0
2024-01-07T11:00,28.6,1009.8,6,15.5,314,56,0,0,0
2024-01-07T12:00,27.7,1010,12,14.6,322,61,0,0,0
2024-01-07T13:00,25.8,1011.1,2,16.4,327,72,0,0,0
2024-01-07T14:00,25.1,1011.7,11,17.3,339,75,0,0,0
2024-01-07T15:00,25,1012.2,14,14.8,346,73,0,0,0
2024-01-07T16:00,24.7,1012.7,14,13,355,72,0,0,0
2024-01-07T17:00,24.4,1013.2,13,7.8,22,68,0,0,0
2024-01-07T18:00,23.2,1013.1,10,6.9,84,73,0,0,0
2024-01-07T19:00,23.2,1012.2,12,5.4,352,71,0,0,0
2024-01-07T20:00,23,1011.8,14,6.1,357,73,0,0,0
2024-01-07T21:00,22.4,1011.6,24,6.6,41,76,1,0,0
2024-01-07T22:00,22,1011.3,6,5.8,30,78,0,0,0
2024-01-07T23:00,21.9,1011.4,8,5.6,45,77,0,0,0
2024-01-08T00:00,21.6,1011.6,2,7,55,77,0,0,0
2024-01-08T01:00,22.1,1012.1,6,9,67,77,0,0,0
2024-01-08T02:00,22,1012.7,3,10.7,70,75,0,0,0
2024-01-08T03:00,24.6,1013.7,0,13.6,79,63,0,0,0
2024-01-08T04:00,28.3,1014.3,0,14.6,99,45,0,0,0
2024-01-08T05:00,30.2,1014.4,4,16.3,112,38,0,0,0
2024-01-08T06:00,31.6,1013.4,10,13.4,121,35,0,0,0
2024-01-08T07:00,32.6,1012,3,9.4,137,34,0,0,0
2024-01-08T08:00,33,1011.1,8,6.6,189,34,0,0,0
2024-01-08T09:00,32.9,1010.1,3,9,247,35,0,0,0
2024-01-08T10:00,31.9,1009.6,15,15.9,266,37,0,0,0
2024-01-08T11:00,30.3,1009.6,13,17.6,269,42,0,0,0
2024-01-08T12:00,29.4,1010.2,19,12.2,289,46,0,0,0
2024-01-08T13:00,27.7,1011.1,24,15.8,333,57,1,0,0
2024-01-08T14:00,27,1011.9,5,16.5,328,57,0,0,0
2024-01-08T15:00,26.7,1012.8,12,16.2,339,59,0,0,0
2024-01-08T16:00,26.3,1013.5,24,12.2,360,56,1,0,0
2024-01-08T17:00,25.9,1013.7,28,11.6,344,57,1,0,0
2024-01-08T18:00,25.6,1013.3,40,7.8,338,59,1,0,0
2024-01-08T19:00,25.5,1013.1,99,2.9,7,60,3,0,0
2024-01-08T20:00,24.6,1012.3,23,9.1,353,65,1,0,0
2024-01-08T21:00,24.1,1011.8,28,8.7,355,72,1,0,0
2024-01-08T22:00,23.5,1011.5,84,6.9,354,75,3,0,0
2024-01-08T23:00,23.5,1011.6,100,6.9,351,78,3,0,0
2024-01-09T00:00,23.5,1011.8,48,6.8,360,77,1,0,0
2024-01-09T01:00,22.9,1012.4,15,8,175,81,0,0,0
2024-01-09T02:00,24.2,1013,7,5,240,79,0,0,0
2024-01-09T03:00,26.1,1013.5,5,4.4,279,77,0,0,0
2024-01-09T04:00,27.6,1014.2,2,1.8,37,70,0,0,0
2024-01-09T05:00,29.1,1014.4,15,3.5,156,60,0,0,0
2024-01-09T06:00,30.4,1013.8,24,5.6,195,51,1,0,0
2024-01-09T07:00,30.8,1012.7,45,5.9,232,49,1,0,0
2024-01-09T08:00,30.7,1011.6,59,8.1,257,52,2,0,0
2024-01-09T09:00,30.4,1010.8,44,11.5,272,54,1,0,0
2024-01-09T10:00,29.4,1010.8,64,10.3,295,56,2,0,0
2024-01-09T11:00,29,1010.9,60,10.4,304,58,51,0.1,0.1
2024-01-09T12:00,26.7,1011.9,45,12.7,331,71,53,0.6,0.6
2024-01-09T13:00,26.7,1012.8,21,2.2,9,71,1,0,0
2024-01-09T14:00,25.8,1013.7,30,6.3,13,76,1,0,0
2024-01-09T15:00,24.9,1014.2,40,10.1,4,81,1,0,0
2024-01-09T16:00,24.6,1014.6,22,8,18,82,1,0,0
2024-01-09T17:00,24.1,1014.5,25,7.7,37,86,1,0,0
2024-01-09T18:00,23.6,1014.5,38,4.7,58,89,1,0,0
2024-01-09T19:00,23.4,1013.8,10,5.4,53,89,0,0,0
2024-01-09T20:00,23.1,1013.4,41,6.1,62,89,1,0,0
2024-01-09T21:00,22.9,1013.1,35,5,90,89,1,0,0
2024-01-09T22:00,23,1012.8,37,9.4,108,86,1,0,0
2024-01-09T23:00,22.5,1012.6,66,10.3,102,84,2,0,0
2024-01-10T00:00,22,1012.7,50,10.6,80,88,51,0.1,0.1
2024-01-10T01:00,22.6,1013.2,24,5.4,48,80,1,0,0
2024-01-10T02:00,22.6,1013.3,26,7.9,39,81,1,0,0
2024-01-10T03:00,23.8,1014.2,15,10,49,77,0,0,0
2024-01-10T04:00,26.2,1014.5,6,9,53,66,0,0,0
2024-01-10T05:00,28.9,1014.7,6,8.7,66,50,0,0,0
2024-01-10T06:00,30.6,1014.1,27,6.2,111,45,1,0,0
2024-01-10T07:00,29.8,1013.2,33,11.5,141,52,53,0.6,0.6
2024-01-10T08:00,29.6,1012.2,73,1.3,34,51,2,0,0
2024-01-10T09:00,29.2,1011.5,24,3.4,18,54,1,0,0
2024-01-10T10:00,29.1,1011.3,53,7.7,332,56,2,0,0
2024-01-10T11:00,28.7,1010.8,15,6.4,333,59,0,0,0
2024-01-10T12:00,28.2,1011.2,32,7.4,346,61,1,0,0
2024-01-10T13:00,27.3,1012.1,28,7.6,341,63,1,0,0
2024-01-10T14:00,26.3,1013.1,41,7.8,326,70,1,0,0
2024-01-10T15:00,25.8,1014.2,37,8.2,319,74,1,0,0
2024-01-10T16:00,25.4,1014.5,33,10.5,344,78,1,0,0
2024-01-10T17:00,25.2,1014.6,38,10.8,339,79,1,0,0
2024-01-10T18:00,24.7,1014.4,50,9.5,335,80,2,0,0
2024-01-10T19:00,24.5,1014,30,9.6,347,77,1,0,0
2024-01-10T20:00,24.2,1013.5,18,6.6,22,77,0,0,0
2024-01-10T21:00,23.7,1013.2,15,6.7,74,80,0,0,0
2024-01-10T22:00,23.6,1013,76,2.4,333,82,51,0.1,0.1
2024-01-10T23:00,23.1,1012.9,30,10.1,354,89,53,0.7,0.7
2024-01-11T00:00,22.7,1012.8,29,6.1,50,88,1,0,0
2024-01-11T01:00,23.6,1013.5,7,5.7,18,81,0,0,0
2024-01-11T02:00,23.4,1014.5,31,8.2,41,81,1,0,0
2024-01-11T03:00,24.9,1015.2,35,10.2,42,75,1,0,0
2024-01-11T04:00,27.6,1015.8,21,8.9,50,63,1,0,0
2024-01-11T05:00,30.1,1015.9,24,9.7,51,50,1,0,0
2024-01-11T06:00,31.7,1014.9,5,8.4,47,42,0,0,0
2024-01-11T07:00,32.5,1013.7,5,4.8,13,40,0,0,0
2024-01-11T08:00,32.9,1012.4,4,5.6,320,40,0,0,0
2024-01-11T09:00,32.4,1011.4,0,11.1,299,47,0,0,0
2024-01-11T10:00,31.3,1011.1,0,15.7,307,54,0,0,0
2024-01-11T11:00,30.3,1011.1,0,17.1,318,55,0,0,0
2024-01-11T12:00,29.2,1011.5,0,14.5,325,61,0,0,0
2024-01-11T13:00,27.6,1011.6,0,16.8,329,64,0,0,0
2024-01-11T14:00,27.1,1012.4,0,17.6,337,67,0,0,0
2024-01-11T15:00,26.7,1013.3,6,17.2,344,70,0,0,0
2024-01-11T16:00,26.4,1013.8,5,16.7,354,66,0,0,0
2024-01-11T17:00,26.2,1013.7,0,15.2,5,64,0,0,0
2024-01-11T18:00,25.8,1013.5,0,12.4,17,65,0,0,0
2024-01-11T19:00,25.4,1012.8,0,10.8,15,66,0,0,0
2024-01-11T20:00,25.1,1012.2,1,10.2,8,68,0,0,0
2024-01-11T21:00,24.8,1011.8,3,9.5,9,68,0,0,0
2024-01-11T22:00,24.4,1011.6,3,8.2,15,69,0,0,0
2024-01-11T23:00,23.8,1011.5,0,7.2,27,71,0,0,0
2024-01-12T00:00,23.2,1011.7,0,7,35,73,0,0,0
2024-01-12T01:00,23.4,1012.8,9,8.6,57,80,0,0,0
2024-01-12T02:00,22.9,1013.1,76,7.4,43,83,2,0,0
2024-01-12T03:00,24.3,1014,63,9.2,59,78,2,0,0
2024-01-12T04:00,27.5,1014.3,50,7.4,51,66,2,0,0
2024-01-12T05:00,31.1,1014.6,86,7.6,71,51,3,0,0
2024-01-12T06:00,32.9,1014,48,5.8,83,43,1,0,0
2024-01-12T07:00,34,1012.8,71,2.3,108,36,2,0,0
2024-01-12T08:00,34.3,1011.8,32,5.4,274,34,1,0,0
2024-01-12T09:00,33.4,1011.1,37,11.7,281,45,1,0,0
2024-01-12T10:00,32.4,1010.8,17,13.2,292,51,0,0,0
2024-01-12T11:00,31,1010.8,4,13.6,307,54,0,0,0
2024-01-12T12:00,29.2,1011.3,0,13,326,61,0,0,0
2024-01-12T13:00,27.6,1011.6,0,16.2,339,65,0,0,0
2024-01-12T14:00,27.2,1012.6,0,18.3,344,67,0,0,0
2024-01-12T15:00,27.1,1013.2,0,18.2,342,62,0,0,0
2024-01-12T16:00,26.9,1013.7,0,17,343,59,0,0,0
2024-01-12T17:00,26.2,1014,0,15.1,1,61,0,0,0
2024-01-12T18:00,25.3,1014.2,0,13.2,22,63,0,0,0
2024-01-12T19:00,24.9,1013.8,0,11.1,29,66,0,0,0
2024-01-12T20:00,24.4,1013.3,0,8.4,25,68,0,0,0
2024-01-12T21:00,23,1012.9,0,8.5,12,76,0,0,0
2024-01-12T22:00,22.2,1012.3,0,9.2,11,80,0,0,0
2024-01-12T23:00,21.6,1012.3,0,8.4,40,83,0,0,0
2024-01-13T00:00,21,1012.5,0,8.1,58,86,0,0,0
2024-01-13T01:00,21.1,1013.2,0,6,33,87,0,0,0
2024-01-13T02:00,20.8,1013.5,0,5.9,38,89,0,0,0
2024-01-13T03:00,23.4,1014.3,0,4.4,35,77,0,0,0
2024-01-13T04:00,27,1015.1,0,4,5,61,0,0,0
2024-01-13T05:00,30.4,1015.4,0,4.4,351,46,0,0,0
2024-01-13T06:00,32.5,1014.8,0,5.6,320,38,0,0,0
2024-01-13T07:00,33,1014,0,8.5,306,40,0,0,0
2024-01-13T08:00,32.8,1012.9,0,13.8,303,45,0,0,0
2024-01-13T09:00,32.7,1012.3,0,17,306,41,0,0,0
2024-01-13T10:00,32.1,1011.8,0,18.1,314,43,0,0,0
2024-01-13T11:00,31,1011.8,1,18.4,321,52,0,0,0
2024-01-13T12:00,29.6,1012.2,0,18.2,322,61,0,0,0
2024-01-13T13:00,27.6,1012.9,0,13.4,333,64,0,0,0
2024-01-13T14:00,26.9,1013.5,0,14,342,62,0,0,0
2024-01-13T15:00,26.5,1014.4,0,14.2,344,61,0,0,0
2024-01-13T16:00,26.2,1015.1,0,13.2,349,59,0,0,0
2024-01-13T17:00,25.7,1014.9,0,11.9,357,55,0,0,0
2024-01-13T18:00,25,1014.7,0,7.8,13,55,0,0,0
2024-01-13T19:00,23,1014.4,0,8.1,58,63,0,0,0
2024-01-13T20:00,22.4,1013.9,0,7.7,28,66,0,0,0
2024-01-13T21:00,22.4,1013.6,0,6,343,65,0,0,0
2024-01-13T22:00,22.7,1013.2,0,8.2,345,65,0,0,0
2024-01-13T23:00,22.6,1013.1,0,8.8,351,64,0,0,0
2024-01-14T00:00,22.2,1013.4,0,7.2,360,64,0,0,0
2024-01-14T01:00,22.3,1014.7,0,6.5,360,66,0,0,0
2024-01-14T02:00,21.3,1015.4,0,6.4,16,72,0,0,0
2024-01-14T03:00,23.8,1016,0,7,21,64,0,0,0
2024-01-14T04:00,27.1,1016.5,0,6.1,3,54,0,0,0
2024-01-14T05:00,30,1016.6,0,8.7,353,41,0,0,0
2024-01-14T06:00,31.9,1015.7,0,9.2,349,32,0,0,0
2024-01-14T07:00,32.8,1014.6,0,10.4,326,31,0,0,0
2024-01-14T08:00,32.5,1013.3,0,15.3,311,37,0,0,0
2024-01-14T09:00,31.9,1012.3,0,19.1,314,39,0,0,0
2024-01-14T10:00,31.4,1012,0,19.7,322,38,0,0,0
2024-01-14T11:00,30.6,1012,0,19.5,326,41,0,0,0
2024-01-14T12:00,29,1012.5,0,17.4,330,46,0,0,0
2024-01-14T13:00,27.5,1013.3,0,18.4,343,44,0,0,0
2024-01-14T14:00,26.6,1014.3,0,17.9,350,43,0,0,0
2024-01-14T15:00,25.9,1014.9,0,17.3,355,41,0,0,0
2024-01-14T16:00,25.2,1015.6,0,16.2,3,39,0,0,0
2024-01-14T17:00,24.7,1015.5,0,14.3,12,38,0,0,0
2024-01-14T18:00,24.3,1015.1,0,12.8,22,38,0,0,0
2024-01-14T19:00,23.8,1014.6,0,11.6,26,39,0,0,0
2024-01-14T20:00,23.4,1014.2,0,11.4,24,39,0,0,0
2024-01-14T21:00,22.9,1013.7,0,11.1,25,39,0,0,0
2024-01-14T22:00,22.4,1013.2,0,10.6,28,40,0,0,0
2024-01-14T23:00,21.8,1013.4,0,9.6,34,41,0,0,0
2024-01-15T00:00,21.2,1013.8,0,8.7,38,42,0,0,0
2024-01-15T01:00,20.4,1014.7,0,7.5,35,46,0,0,0
2024-01-15T02:00,20.1,1015.4,0,7.4,29,47,0,0,0
2024-01-15T03:00,22.4,1015.7,0,9.9,33,43,0,0,0
2024-01-15T04:00,25.4,1016.4,0,7.6,31,36,0,0,0
2024-01-15T05:00,27.8,1016.6,0,9.5,25,30,0,0,0
2024-01-15T06:00,29.2,1015.7,0,9.4,4,27,0,0,0
2024-01-15T07:00,30.1,1014.5,0,10.6,336,26,0,0,0
2024-01-15T08:00,30.2,1013.3,0,14.3,317,27,0,0,0
2024-01-15T09:00,29.5,1012.3,0,18.6,311,32,0,0,0
2024-01-15T10:00,28.5,1011.9,0,20.9,314,35,0,0,0
2024-01-15T11:00,27.6,1012,95,20.9,319,36,3,0,0
2024-01-15T12:00,26.4,1012.3,78,19.3,323,40,2,0,0
2024-01-15T13:00,25.1,1012.6,72,17.8,328,47,2,0,0
2024-01-15T14:00,24.4,1013.7,85,17.4,333,51,3,0,0
2024-01-15T15:00,24,1014.4,84,16.6,338,52,3,0,0
2024-01-15T16:00,23.3,1014.8,95,14.6,344,56,3,0,0
2024-01-15T17:00,22.6,1014.9,85,11.6,353,62,3,0,0
2024-01-15T18:00,21.2,1014.4,91,7,35,67,3,0,0
2024-01-15T19:00,19.6,1013.6,91,5.8,60,65,3,0,0
2024-01-15T20:00,18.4,1012.8,87,8.9,27,65,3,0,0
2024-01-15T21:00,18.9,1012.1,90,7.4,23,61,3,0,0
2024-01-15T22:00,18.7,1011.5,77,7.8,22,60,2,0,0
2024-01-15T23:00,18.5,1011.4,73,7.4,14,61,2,0,0
2024-01-16T00:00,17.8,1011.5,96,6.7,16,64,3,0,0
2024-01-16T01:00,18.4,1012.8,93,6.8,360,68,3,0,0
2024-01-16T02:00,18.2,1013.2,68,6.2,21,69,2,0,0
2024-01-16T03:00,20.2,1013.9,91,8.1,32,60,3,0,0
2024-01-16T04:00,23,1014.5,27,6.8,32,49,1,0,0
2024-01-16T05:00,25.8,1014.5,0,7.9,3,39,0,0,0
2024-01-16T06:00,27.6,1013.5,6,8.9,339,34,0,0,0
2024-01-16T07:00,28.5,1012.5,0,11.5,319,34,0,0,0
2024-01-16T08:00,28.5,1011.3,0,15.3,309,38,0,0,0
2024-01-16T09:00,27.8,1010.3,35,17.4,304,43,1,0,0
2024-01-16T10:00,27.2,1009.8,35,17,302,44,1,0,0
2024-01-16T11:00,26.5,1009.8,45,16,306,48,1,0,0
2024-01-16T12:00,25.3,1010,54,16.5,316,56,2,0,0
2024-01-16T13:00,24,1010.3,9,15.1,322,63,0,0,0
2024-01-16T14:00,23.4,1011.3,10,13.4,333,66,0,0,0
2024-01-16T15:00,22.7,1011.9,28,11.8,337,67,1,0,0
2024-01-16T16:00,22,1012.4,78,9.9,350,70,2,0,0
2024-01-16T17:00,20.8,1012.7,86,6.7,16,74,3,0,0
2024-01-16T18:00,19.3,1012.5,87,6.3,31,75,3,0,0
2024-01-16T19:00,18,1011.8,57,8.9,32,77,2,0,0
2024-01-16T20:00,17.9,1011.2,66,7.2,37,74,2,0,0
2024-01-16T21:00,17.6,1010.5,90,6.9,39,72,3,0,0
2024-01-16T22:00,16.7,1010.1,91,7.7,28,75,3,0,0
2024-01-16T23:00,16.7,1010,85,7.4,23,74,3,0,0
2024-01-17T00:00,17.2,1010.4,10,6.2,7,69,0,0,0
2024-01-17T01:00,18,1011.4,0,6.9,9,74,0,0,0
2024-01-17T02:00,18.5,1012.1,6,6.6,22,72,0,0,0
2024-01-17T03:00,20.6,1012.6,0,8.4,43,66,0,0,0
2024-01-17T04:00,23.3,1013.1,0,6.6,49,58,0,0,0
2024-01-17T05:00,25.8,1013.5,0,7.6,5,49,0,0,0
2024-01-17T06:00,27.2,1012.7,0,8.3,326,44,0,0,0
2024-01-17T07:00,27.7,1011.6,2,11.2,303,47,0,0,0
